scenario,shield_mm_Al,day,dose_rate_mGy_day,ros_norm_R,mitochondrial_integrity_M,fast_redox_channel_stress,slow_mito_pump_stress,neural_risk_proxy_0to1
LEO_ISS_like,1.0,32,67.06666666666666,0.7172972983075266,0.7278904208767891,0.7172972983075266,0.2721095791232109,0.4501846667969372
LEO_ISS_like,1.0,33,67.06666666666666,0.7172972983075266,0.7208750421287761,0.7172972983075266,0.27912495787122393,0.45439389404574504
LEO_ISS_like,1.0,34,67.06666666666666,0.7172972983075266,0.7139561912003453,0.7172972983075266,0.28604380879965474,0.4585452046028035
LEO_ISS_like,1.0,35,67.06666666666666,0.7172972983075266,0.7071325399208751,0.7172972983075266,0.2928674600791249,0.4626393953704856
LEO_ISS_like,1.0,36,67.06666666666666,0.7172972983075266,0.7004027783946537,0.7172972983075266,0.2995972216053463,0.4666772522862185
LEO_ISS_like,1.0,37,67.06666666666666,0.7172972983075266,0.6937656147494262,0.7172972983075266,0.3062343852505738,0.47065955047335495
LEO_ISS_like,1.0,38,67.06666666666666,0.7172972983075266,0.6872197748884016,0.7172972983075266,0.3127802251115984,0.47458705438996973
LEO_ISS_like,1.0,39,67.06666666666666,0.7172972983075266,0.680764002245672,0.7172972983075266,0.319235997754328,0.47846051797560746
LEO_ISS_like,1.0,40,67.06666666666666,0.7172972983075266,0.6743970575449975,0.7172972983075266,0.32560294245500254,0.48228068479601216
LEO_ISS_like,1.0,41,67.06666666666666,0.7172972983075266,0.6681177185619089,0.7172972983075266,0.33188228143809106,0.4860482881858653
LEO_ISS_like,1.0,42,67.06666666666666,0.7172972983075266,0.6619247798890855,0.7172972983075266,0.3380752201109145,0.48976405138955936
LEO_ISS_like,1.0,43,67.06666666666666,0.7172972983075266,0.6558170527049596,0.7172972983075266,0.3441829472950404,0.4934286877000349
LEO_ISS_like,1.0,44,67.06666666666666,0.7172972983075266,0.6497933645455056,0.7172972983075266,0.3502066354544944,0.4970429005957073
LEO_ISS_like,1.0,45,67.06666666666666,0.7172972983075266,0.6438525590791694,0.7172972983075266,0.3561474409208306,0.5006073838755091
LEO_ISS_like,1.0,46,67.06666666666666,0.7172972983075266,0.6379934958848937,0.7172972983075266,0.36200650411510626,0.5041228217920745
LEO_ISS_like,1.0,47,67.06666666666666,0.7172972983075266,0.6322150502331989,0.7172972983075266,0.3677849497668011,0.5075898891830913
LEO_ISS_like,1.0,48,67.06666666666666,0.7172972983075266,0.6265161128702749,0.7172972983075266,0.37348388712972513,0.5110092516008458
LEO_ISS_like,1.0,49,67.06666666666666,0.7172972983075266,0.6208955898050443,0.7172972983075266,0.37910441019495567,0.514381565439984
LEO_ISS_like,1.0,50,67.06666666666666,0.7172972983075266,0.615352402099156,0.7172972983075266,0.384647597900844,0.5177074780635171
LEO_ISS_like,1.0,51,67.06666666666666,0.7172972983075266,0.6098854856598669,0.7172972983075266,0.3901145143401331,0.5209876279270905
LEO_ISS_like,1.0,52,67.06666666666666,0.7172972983075266,0.6044937910357754,0.7172972983075266,0.3955062089642246,0.5242226447015454
LEO_ISS_like,1.0,53,67.06666666666666,0.7172972983075266,0.5991762832153635,0.7172972983075266,0.40082371678463646,0.5274131493937926
LEO_ISS_like,1.0,54,67.06666666666666,0.7172972983075266,0.5939319414283125,0.7172972983075266,0.4060680585716875,0.5305597544660232
LEO_ISS_like,1.0,55,67.06666666666666,0.7172972983075266,0.5887597589495515,0.7172972983075266,0.41124024105044854,0.5336630639532798
LEO_ISS_like,1.0,56,67.06666666666666,0.7172972983075266,0.5836587429060023,0.7172972983075266,0.4163412570939977,0.5367236735794093
LEO_ISS_like,1.0,57,67.06666666666666,0.7172972983075266,0.5786279140859837,0.7172972983075266,0.4213720859140163,0.5397421708714205
LEO_ISS_like,1.0,58,67.06666666666666,0.7172972983075266,0.5736663067512378,0.7172972983075266,0.42633369324876225,0.542719135272268
LEO_ISS_like,1.0,59,67.06666666666666,0.7172972983075266,0.5687729684515432,0.7172972983075266,0.43122703154845676,0.5456551382520847
LEO_ISS_like,1.0,60,67.06666666666666,0.7172972983075266,0.5639469598418789,0.7172972983075266,0.4360530401581211,0.5485507434178833
LEO_ISS_like,1.0,61,67.06666666666666,0.7172972983075266,0.5591873545021034,0.7172972983075266,0.44081264549789656,0.5514065066217486
LEO_ISS_like,1.0,62,67.06666666666666,0.7172972983075266,0.5544932387591157,0.7172972983075266,0.4455067612408843,0.5542229760675412
LEO_ISS_like,1.0,63,67.06666666666666,0.7172972983075266,0.5498637115114628,0.7172972983075266,0.45013628848853715,0.5570006924161329
LEO_ISS_like,1.0,64,67.06666666666666,0.7172972983075266,0.5452978840563606,0.7172972983075266,0.4547021159436394,0.5597401888891943
LEO_ISS_like,1.0,65,67.06666666666666,0.7172972983075266,0.5407948799190949,0.7172972983075266,0.4592051200809051,0.5624419913715537
LEO_ISS_like,1.0,66,67.06666666666666,0.7172972983075266,0.5363538346847699,0.7172972983075266,0.46364616531523006,0.5651066185121487
LEO_ISS_like,1.0,67,67.06666666666666,0.7172972983075266,0.5319738958323716,0.7172972983075266,0.46802610416762835,0.5677345818235877
LEO_ISS_like,1.0,68,67.06666666666666,0.7172972983075266,0.5276542225711142,0.7172972983075266,0.47234577742888584,0.5703263857803422
LEO_ISS_like,1.0,69,67.06666666666666,0.7172972983075266,0.5233939856790385,0.7172972983075266,0.4766060143209615,0.5728825279155876
LEO_ISS_like,1.0,70,67.06666666666666,0.7172972983075266,0.5191923673438317,0.7172972983075266,0.4808076326561683,0.5754034989167116
LEO_ISS_like,1.0,71,67.06666666666666,0.7172972983075266,0.5150485610058358,0.7172972983075266,0.48495143899416415,0.5778897827195091
LEO_ISS_like,1.0,72,67.06666666666666,0.7172972983075266,0.5109617712032184,0.7172972983075266,0.4890382287967816,0.5803418566010796
LEO_ISS_like,1.0,73,67.06666666666666,0.7172972983075266,0.5069312134192713,0.7172972983075266,0.4930687865807287,0.582760191271448
LEO_ISS_like,1.0,74,67.06666666666666,0.7172972983075266,0.5029561139318125,0.7172972983075266,0.4970438860681875,0.5851452509639232
LEO_ISS_like,1.0,75,67.06666666666666,0.7172972983075266,0.49903570966465893,0.7172972983075266,0.5009642903353411,0.5874974935242153
LEO_ISS_like,1.0,76,67.06666666666666,0.7172972983075266,0.4951692480411434,0.7172972983075266,0.5048307519588566,0.5898173704983246
LEO_ISS_like,1.0,77,67.06666666666666,0.7172972983075266,0.4913559868396467,0.7172972983075266,0.5086440131603533,0.5921053272192227
LEO_ISS_like,1.0,78,67.06666666666666,0.7172972983075266,0.4875951940511182,0.7172972983075266,0.5124048059488818,0.5943618028923398
LEO_ISS_like,1.0,79,67.06666666666666,0.7172972983075266,0.4838861477385558,0.7172972983075266,0.5161138522614441,0.5965872306798772
LEO_ISS_like,1.0,80,67.06666666666666,0.7172972983075266,0.4802281358984206,0.7172972983075266,0.5197718641015794,0.5987820377839583
LEO_ISS_like,1.0,81,67.06666666666666,0.7172972983075266,0.4766204563239574,0.7172972983075266,0.5233795436760427,0.6009466455286363
LEO_ISS_like,1.0,82,67.06666666666666,0.7172972983075266,0.4730624164703964,0.7172972983075266,0.5269375835296036,0.6030814694407729
LEO_ISS_like,1.0,83,67.06666666666666,0.7172972983075266,0.4695533333220095,0.7172972983075266,0.5304466666779906,0.605186919329805
LEO_ISS_like,1.0,84,67.06666666666666,0.7172972983075266,0.4660925332609959,0.7172972983075266,0.533907466739004,0.607263399366413
LEO_ISS_like,1.0,85,67.06666666666666,0.7172972983075266,0.46267935193817156,0.7172972983075266,0.5373206480618284,0.6093113081601077
LEO_ISS_like,1.0,86,67.06666666666666,0.7172972983075266,0.4593131341454381,0.7172972983075266,0.5406868658545618,0.6113310388357478
LEO_ISS_like,1.0,87,67.06666666666666,0.7172972983075266,0.45599323369000655,0.7172972983075266,0.5440067663099935,0.6133229791090067
LEO_ISS_like,1.0,88,67.06666666666666,0.7172972983075266,0.4527190132703512,0.7172972983075266,0.5472809867296489,0.6152875113608
LEO_ISS_like,1.0,89,67.06666666666666,0.7172972983075266,0.44948984435387107,0.7172972983075266,0.5505101556461289,0.617225012710688
LEO_ISS_like,1.0,90,67.06666666666666,0.7172972983075266,0.44630510705623394,0.7172972983075266,0.5536948929437661,0.6191358550892703
LEO_ISS_like,1.0,91,67.06666666666666,0.7172972983075266,0.44316419002238094,0.7172972983075266,0.5568358099776191,0.621020405309582
LEO_ISS_like,1.0,92,67.06666666666666,0.7172972983075266,0.44006649030916833,0.7172972983075266,0.5599335096908317,0.6228790251375096
LEO_ISS_like,1.0,93,67.06666666666666,0.7172972983075266,0.4370114132696242,0.7172972983075266,0.5629885867303758,0.6247120713612362
LEO_ISS_like,1.0,94,67.06666666666666,0.7172972983075266,0.4339983724387975,0.7172972983075266,0.5660016275612025,0.6265198958597322
LEO_ISS_like,1.0,95,67.06666666666666,0.7172972983075266,0.43102678942117795,0.7172972983075266,0.5689732105788221,0.6283028456703039
LEO_ISS_like,1.0,96,67.06666666666666,0.7172972983075266,0.42809609377966473,0.7172972983075266,0.5719039062203353,0.6300612630552118
LEO_ISS_like,1.0,97,67.06666666666666,0.7172972983075266,0.42520572292606335,0.7172972983075266,0.5747942770739367,0.6317954855673726
LEO_ISS_like,1.0,98,67.06666666666666,0.7172972983075266,0.42235512201308867,0.7172972983075266,0.5776448779869113,0.6335058461151575
LEO_ISS_like,1.0,99,67.06666666666666,0.7172972983075266,0.41954374382785437,0.7172972983075266,0.5804562561721456,0.635192673026298
LEO_ISS_like,1.0,100,67.06666666666666,0.7172972983075266,0.4167710486868276,0.7172972983075266,0.5832289513131723,0.636856290110914
LEO_ISS_like,1.0,101,67.06666666666666,0.7172972983075266,0.4140365043322293,0.7172972983075266,0.5859634956677706,0.638497016723673
LEO_ISS_like,1.0,102,67.06666666666666,0.7172972983075266,0.41133958582985963,0.7172972983075266,0.5886604141701404,0.6401151678250949
LEO_ISS_like,1.0,103,67.06666666666666,0.7172972983075266,0.4086797754683296,0.7172972983075266,0.5913202245316704,0.6417110540420129
LEO_ISS_like,1.0,104,67.06666666666666,0.7172972983075266,0.40605656265967927,0.7172972983075266,0.5939434373403207,0.643284981727203
LEO_ISS_like,1.0,105,67.06666666666666,0.7172972983075266,0.4034694438413628,0.7172972983075266,0.5965305561586371,0.644837253018193
LEO_ISS_like,1.0,106,67.06666666666666,0.7172972983075266,0.40091792237958296,0.7172972983075266,0.5990820776204171,0.6463681658952609
LEO_ISS_like,1.0,107,67.06666666666666,0.7172972983075266,0.3984015084739551,0.7172972983075266,0.6015984915260448,0.6478780142386376
LEO_ISS_like,1.0,108,67.06666666666666,0.7172972983075266,0.39591971906348306,0.7172972983075266,0.6040802809365169,0.6493670878849208
LEO_ISS_like,1.0,109,67.06666666666666,0.7172972983075266,0.3934720777338289,0.7172972983075266,0.606527922266171,0.6508356726827133
LEO_ISS_like,1.0,110,67.06666666666666,0.7172972983075266,0.39105811462585854,0.7172972983075266,0.6089418853741415,0.6522840505474956
LEO_ISS_like,1.0,111,67.06666666666666,0.7172972983075266,0.38867736634544553,0.7172972983075266,0.6113226336545545,0.6537124995157434
LEO_ISS_like,1.0,112,67.06666666666666,0.7172972983075266,0.3863293758745161,0.7172972983075266,0.6136706241254839,0.655121293798301
LEO_ISS_like,1.0,113,67.06666666666666,0.7172972983075266,0.3840136924833182,0.7172972983075266,0.6159863075166818,0.6565107038330198
LEO_ISS_like,1.0,114,67.06666666666666,0.7172972983075266,0.3817298716438975,0.7172972983075266,0.6182701283561025,0.6578809963366722
LEO_ISS_like,1.0,115,67.06666666666666,0.7172972983075266,0.3794774749447641,0.7172972983075266,0.620522525055236,0.6592324343561522
LEO_ISS_like,1.0,116,67.06666666666666,0.7172972983075266,0.37725607000673317,0.7172972983075266,0.6227439299932669,0.6605652773189707
LEO_ISS_like,1.0,117,67.06666666666666,0.7172972983075266,0.3750652303999238,0.7172972983075266,0.6249347696000762,0.6618797810830563
LEO_ISS_like,1.0,118,67.06666666666666,0.7172972983075266,0.3729045355618997,0.7172972983075266,0.6270954644381004,0.6631761979858709
